Filename	slug	title	description	subtitle	client	firm	date	category	category_alt	discipline	author	status	project_type	type	content	image_source_dir_name	image_path	hero_image	left_images	right_images
chronopolis	chronopolis	Chronopolis	Chronopolis was a large scale interactive installation that was presented in Paris at La Villette Numerique festival. A significant new media festival and in Europe  This was a large scale graphic clock that responded to the gathering of people on the floor and was meant to show or was meant to interpret the effect that population has on time perception.  The Chronololis concept was developed in response to the 911 atrocities.	Large Scale Interctive Installation in Paris	Chronopolis	MAD	20020926	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Experience Design	Large Scale Interctive Installation in Paris "Chronopolis focuses on our collective interdependency with the mechanisms and meanings of time. By intertwining notions of time, urbanism and electronic media, we are asking how representations of time can still makes sense in a globalized, accelerated and unstable present."- Erik Adigard and Chris Salter Chronopolis is a clock based on metric time (a French concept from the 1800's). The clock is driven by population.&nbsp;I worked with Erik and Chris as a pure collaboration with great minds. Built in San Francisco and installed in a massive new media even in Paris. I built a flash based animated grid that kept metric time. It interfaced with MAX/MSP with respond to data collected by a video camera attached to the ceiling.Installed at the La Villette numerique.     Configuring the video projector and IR camera while on the ground.     People wanted video game experiences. Instant gratification and responsive feedback. This wan't that kind of exhibit, which confused some people. Children in particular tried to kick, stomp on and run over the visual components to get a reaction.  ---   Chronopolis was presented to the public as part of the Villette Numerique Digital Art Festival at the Parc de la Villette in Paris in 2002.  It was a very large scale, 10 meter square, floor projection that invited visitors to roam around its surface. The piece counted the number of people present and altered the projection based on the "local population"  The concept, by Erik Adigard and Chris Salter, focuses on our collective interdependency with the mechanisms and meanings of time. Put simply the artwork asked whether population distorts the perception of time.   I contributed by creating the graphics and animations that could be dynamically morphed using data from an infrared camera placed above. The camera was attached to a computer running Max/MSP with Jitter. A second computer running an ActionScript/Flash application controlled the graphics and connected to the projector. Yes, these were early days and a single computer didn't have the processing power.  	Chronopolis	/projects/Chronopolis	projects/Chronopolis/Chronopolis-top-83_cphdyb	[object Object]	[object Object]
cingular	cingular	Cingular RAEM	Cingular (owned by AT&T)    I produced an interactive Software Development portal that was built in Flash. It allowed for searching, browsing, and consumption of the content related to developing on the Cingular Mobile Platform worked closely with the people at Cingular so that the tool would integrate seamlessly with Microsoft Word to make updates to the content and submitted to the tool for presentation.	Interactive Digital SDK Documentation for Developers	Cingular RAEM	Punchcut	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component		Cingular	/projects/Cingular	projects/Cingular/Cingular-top-66_zkc4pd	[object Object]	[object Object]
cms	cms	Content Mangement Systems	From about 2005 through 2015, I worked almost exclusively with various content management systems.  I coated heavily in PHP, but I was also working from Photoshop documents to produce HTML CSS. temp templates for CMS open source CMS products such as WordPress, Magento, Joomla, and Drupal	Wordpress, Drupal, Magento, and Joomla Sites Built and Maintained for Varioous Clients 	Content Mangement Systems	Various	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component		CMS	/projects/CMS	projects/CMS/CMS-top-44_xzaysf	[object Object]	[object Object]
cncmachine	cncmachine	Homemade CNC Machine	A longtime interest in the fabrication of furniture and large scale products, but not having the resources to produce such products. I often would build things by hand but limited by the tools I had.  Many particular designs were out of the question.  I wanted to work with computer-controlled prototyping materials, and I had the opportunity to build a CNC machine on my own using some open source content from as low CNC. I created the initial CNC machine to work with four by eight sheets of plywood, and continuous The move made improvements, and it's perfect, And it's accuracy So that today I have a machine that can produce I must say if I can perform.	Functional 4 by 8 foot CNC machine based on the Open Source Maslow CNC system.	Homemade CNC Machine	Self	20200926	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component	A low-cost open source CNC project How can my computer really create something practical? What if it could print IKEA-ish furniture? Cheap and open source computer production.Relatively compact for a 4x8 CNC, unfortunately accuracy is sacrificed.Use Fusion 360 to design and create gcode. Python is the interface that sends commands to an arduino controller.     Learning how it's done. There's a human huge amount of wondering how the heck this stuff was done. Why not just left the ground up and figure it out.     Dreaming up ideas and building them in 3-D software is fun. Realizing these ideas is time consuming expensiveThis Ikea printer printing out needed furniture and other products  * Building in the computer first  * Saving money, doing this on the cheap in a practical affordable way* What is the practical application of math. What did I learn high school? How can the computer be combined with math to create physical objects?  * Applying geometry, trigonometry and physics * Digging up what I learned long ago. Learning it more deeply * Fun with math.  * Math as creative expression.  * Drawbot. Drop box fascinate me. It's see ability to see the the artist hand moving virtually.			null	null	null
cowleystudios	cowleystudios	Cowley Studios	In 2005, I branched away from design development, at least partially, to explore my lifelong interest in photography.                  I created a photography studio so that I could work commercially with clients. A white box studio with giant windows became Gregory Cowley Studios. I located in the Dogpatch area of San Francisco. Through my studio, I worked with clients like IDEO, Adobe, University Games, and Intel.          And I had thousands of individuals come through the studio doors for portraiture.          The physical activity behind working with photography in a professional setting offset The mental and physical fatigue caused by sitting at a computer screen for many hours per day. It was a nice balance.	Professional White Box Photography Studio in Dogpatch, SF	Cowley Studios	Cowley Studios	20190000	photographer	n/a	photographer	Gregory Cowley	draft	commercial	Component		CowleyStudios	/projects/CowleyStudios	projects/CowleyStudios/CowleyStudios-top-132_vxbaqi	[object Object]	[object Object]
disneyvmk	disneyvmk	Disney Vitrual Magic Kingdom	The Disney Virtual Magic Kingdom was an online portal for kids who were planning their trip to Disneyland. It was a series of games and activities that would get them excited about specific rides. The resort there was video mashup games and quizzes and photo editing tools and a planner.  The colorful VMK interactive experience was built entirely in Flash.	Flash based games and actvities for children to plan their trip to Disneyland	Disney Vitrual Magic Kingdom	Punchcut	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component			/projects/	/images/1920x1080.jpg	[object Object]	[object Object]
doceri	doceri	Doceri Branding and Marketing Collateral	Doceri was the new product offering from SP Controls.          Designed for the classroom, Doceri allowed teachers to use the iPad as a handheld whiteboarding tool. The software, linked with proprietary hardware, controlled screen projections in the classrooms. It controlled which videos would be showing on or what content would be showing on the video screen? Doceri also included an early implementation of the stylus for an iPad. One of the first that I am aware of.	Development of a brand identity for a application and hardware education tool based on the ipad. 	Doceri Branding and Marketing Collateral	SP Controls	20190000	designer	n/a	designer	Gregory Cowley	draft	commercial	Component		Doceri	/projects/Doceri	projects/Doceri/Doceri-top-179_tfv45i	[object Object]	[object Object]
drpepper-academyofcountrymusic	drpepper-academyofcountrymusic	Academy of Country Music	Dr Pepper          Dr Pepper was a major sponsor of the Academy of Country Music Awards. They wanted a marketing class piece in the form of a CD ROM to distribute throughout Walmart stores. CDROMS were in the display stand along with other Dr Pepper products. More than a  million CD ROMs were made and distributed. Games, videos, and musical content related to the Academy of Country Music Awards	One million CDROMs distributued throughout Walmart stores to promote the ACM awards. Producded for both the 2002 and 2004 events.	Academy of Country Music	DR Pepper	20020000	designer	n/a	designer	Gregory Cowley	draft	commercial	Interaction		images	/projects/images	/images/1920x1080.jpg	[object Object]	[object Object]
drpepper	drpepper	Dr Pepper Promotional CDROMS	Dr. Pepper was a major promoter of the American Red Cross as well.          And ask for an educational series of CD ROMs geared towards kids. The activities taught them about basically everything from basic first aid to natural disasters, and other things that the Red Cross was often involved in risk. bonding to	CDROMS Created for promtional partnerships with the Red Crosss and the Academy of country music. More than a million disks were created for each event.	Dr Pepper Promotional CDROMS	Dr Pepper	20190000	designer	n/a	designer	Gregory Cowley	draft	commercial	Content Creation		DrPepper	/projects/DrPepper	projects/DrPepper/DrPepper-top-86_kikwd4	[object Object]	[object Object]
drtingleton	drtingleton	Dr Tingleton Miracle Apps	Dr. TIngleton          We developed a series of iPhone apps meant for a live social environment, rather than through the internet itself. They fostered fun and enjoyment for social events in bars, restaurants, at parties, and work.  Applications included a spinner to be able to choose what kind of drink you were going to order, a compliment generator that on upon shaking the phone would give you a nice compliment, and a message correspondence app that allows you to send messages that appear to be handwritten notes to be texted to friends.	A series of user entertainment apps that encouraged live social interaction.	Dr Tingleton Miracle Apps	Dr Tingleton Miracle Apps	20111206	designer	n/a	designer	Gregory Cowley	draft	commercial	Mobile Application	Feel-good apps for real world interactions There's an app for everything. What about fun social games to share with your friends in the real world? A series of mobile phone game apps marketed using a snake oil salesman persona.Social games that encouraged real world sharing and interaction over virtual online communication.Three apps were made. One for making decisions that was later extended to choosing a drink at the bar or a food to get for lunch. Another was a compliment maker that functioned like a Magic 8 ball.&nbsp;     Combining interests in technology and experiences, I joined forces with Camille Verboort to create a series of apps from ideas, prototypes, development, user testing and distribution on the Apple App Store.	DrTingleton	/projects/DrTingleton	projects/DrTingleton/DrTingleton-top-243_jye5hw	[object Object]	[object Object]
dwellvisualizer	dwellvisualizer	Dwell Magazine Visualizer	Dwell Magazine Visualizer.   Content visualizer for the Dwell Magazine website, a Flash-based application was created to browse past articles, images, and other content that appeared within the pages of Dwell Magazine since it's beginning.   This application could allow people to search, sort, and peruse the content.	A dynamic image browser for Dwell Magazine images, back issues and content.	Dwell Magazine Visualizer	Punchcut	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component		DwellVisualizer	/projects/DwellVisualizer	projects/DwellVisualizer/DwellVisualizer-top-245_zxud8n	[object Object]	[object Object]
exploratorium	exploratorium	Exploratorium Exhibit Creation	Exploratorium exhibit creation   Middleground, an Exploratorium external site project,  was a series of towers that encouraged people to interact with activities and each other. Middleground was a halfway house for people in recovery. The installation acted to be a happy place to further encourage this recovery and introduce people to the work Middleground does. The structure was installed in Civic Center, near City Hall in front of the San Francisco Public Library. 	Fabrication, and some design, for an outdoor installation project installed in Civic Center, SF. The exhibit enouraged social interaction using tangible interfaces controlled by computer cores. 	Exploratorium	Exploratorium	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component	This project need no introduction, of course. I've included it because it is recent and relevant. As a volunteer I worked with Doug, Adam and Dave to build out the digital portions of this project. By asking questions and offering solutions I contributed to the team and worked autonomously on the project. This is how I like to work. This is what makes me happy and this is why I want to be part of the Exploratorium.	Exploratorium	/projects/Exploratorium	projects/Exploratorium/Exploratorium-top-105_kydzgr	[object Object]	[object Object]
famsf	famsf	Fine Art Museums of San Francisco	FAMSF   Fine Art Museums of San Francisco is the parent organization of the de Young Museum and The Palace Legion of Honor museum. Wolf-Olins was the design firm that handled the rebranding of the institution.   Wolf-Olins and I produced the digital style guide randing that existed digitally as a Flash application that could be run locally on any machine.	An interactive digital brand guidelines for the De Young Museuem and the Palace Legion of Honor in San Francisco	Fine Art Museums of San Francisco	Wolf-Olins	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Component		FAMSF	/projects/FAMSF	projects/FAMSF/FAMSF-top-188_rqqwn0	[object Object]	[object Object]
fitdeck	fitdeck	Fit Deck	Fit-Deck was a mobile application derived from a physical deck of cards. The deck's purpose was to randomize your workout by selecting cards from a deck that would give you a series of physical activities to do.   The application time been tracked your performance and gave you recommendations for further improvement.  	A personal training app based on a digital deck of cards. Workouts were randomized and timed based on the intructions given on the card.	Fit Deck	Perfect Fitness	20141229	designer	n/a	designer	Gregory Cowley	draft	commercial	Mobile Application		FitDeck	/projects/FitDeck	projects/FitDeck/FitDeck-top-253_douay2	[object Object]	[object Object]
hondansx	hondansx	Relaunch of the new Honda NSX Supercar	Honda's latest supercar, the Honda NSX, was being released, and the website was being redesigned by Razorfish in Los Angeles. I joined the team to do the front-end development and the visual presentation layer for the  Honda website.	Honda rereleased it's supercar and this website launched the occasion. HTML, CSS and JavaScript presentation layer for the existing Honda website backend	Honda	Razorfish 	20190000	engineer	n/a	engineer	Gregory Cowley	draft	commercial	Website		HondaNSX	/projects/HondaNSX	projects/HondaNSX/HondaNSX-top-278_nwrujr	[object Object]	[object Object]
hpgarage	hpgarage	HP Garage Innovation System	HP Garage was the name given to planned innovation spaces that would be developed on HPs campuses. The innovation space would include activities And directives, and motivation tools for employees to work together for both team building and improvement of their products using IDEO's human-centered design approach the launch. 	Brainstorming IDEO style. Collacboration with a team of bright minds for multiple weeks to develop an innovation and training system for HP employees	HP	IDEO	20190000	designer	n/a	designer	Gregory Cowley	draft	commercial	Content Creation		HPGarage	/projects/HPGarage	projects/HPGarage/HPGarage-top-136_koijpe	[object Object]	[object Object]
ibmdb2	ibmdb2	IBM DB2 Launch Video	Motion Graphics for IBM's DB2 Launch. DB2 was a new database product. The video was created using almost entirely motion graphics and visual icon information. The purpose it was presented to the employees or the company at IBM to create enthusiasm for the new product and To introduce its release internally until	Details motion graphics video for the internal presenation for the launch of a new IBM software product. 	IBM	MAD	20190000	designer	n/a	designer	Gregory Cowley	draft	commercial	Content Creation		IBMDB2	/projects/IBMDB2	projects/IBMDB2/IBMDB2-top-174_athtrg	[object Object]	[object Object]
ideo-intelinterfaces	ideo-intelinterfaces	Intel Lifestyle Interfaces	Intel's Mobile Platform Group(MPG)   Has the mission of producing mobile devices that use Intel technology. They worked closely with IDEO to build prototypes for the technologies. Cinema quality videos were created to weave stories around how the technologies would be used in the real world.   A professional film production company was hired to produce these vignette vignettes, which showed the hypothetical products being used in lifestyle situations. Within the videos, the actors would use props. I used After Effects to create graphics for the prototype device screens. These props were brought to life and responded to the interactions of the actors themselves. 	A series of short films shot with cinematic techniques to show how hypothetical digital devices could be interfaced into every day life.	Intel	IDEO	20060000	design	n/a	design	Gregory Cowley	draft	commercial	Content Creation		IDEOInterfaces	/projects/IDEOInterfaces	projects/IDEOInterfaces/IDEOInterfaces-top-249_fhq7xw	[object Object]	[object Object]
ideo-newyears	ideo-newyears	IDEO New Years Digital Cards	IDEO began introducing a yearly, digital, New Year's card that asked For its employees, which is spread out around the world, to contribute memories of the year in some exciting form. The first incarnation was that each employee would make their snowflakes. That snowflake could include a memory along with some information about the employee. The snowflakes would float in a 3D space that could be navigated withing the digital card by rolling over the individual snowflakes who could learn about who create And what their memory from that year was.	A digitial holiday card that invited IDEO employees to chare their best experiences of the year. Each card transformed the memoroy into a collection of dynamic visual animations that could be interacted with.	IDEO	IDEO	20200926	design	n/a	design	Gregory Cowley	draft	commercial	Component		IDEONewYear	/projects/IDEONewYear	projects/IDEONewYear/IDEONewYear-top-195_otf8ur	[object Object]	[object Object]
landor	landor	Landor Associates Brand and Corporate Identity	For over ten years, I worked with Landor Associates to work to brand and create corporate identities for many companies, from HP to rice a Roni, American Airlines to the Olympics. Landor is one of the leading brand identity and corporate identity companies in the world and  I learned quite a bit from working with them. 	Teamwork on numerous Branding, packaging, and product design projects. WOrking relationship lasted over 10 years for very high profile clients from The Olympics, to American Airlines, and good 'ol Rice o' Roni. 	Various	Landor Associates	20190000	designer	n/a	designer	Gregory Cowley	draft	commercial	Component		Landor	/projects/Landor	projects/Landor/Landor-top-16_lij4zf	[object Object]	[object Object]
luminox	luminox	Luminix Watch Website	Luminox made military-grade watches marketed towards outdoor enthusiasts. And I created a website catalog for their watches based on an early custom content management system had that I hand-coded 	Design and development for an online cataog and custom CMS backend. Luminix is a watch company that specializes in tactical watches for military and outdoor enthusiasts.	Luminox Watch	DRDC Group	20190000	designer	n/a	designer	Gregory Cowley	draft	commercial	Website		Luminox	/projects/Luminox	projects/Luminox/Luminox-top-213_weu0tp	[object Object]	[object Object]
