Filename,slug,title,description,subtitle,client,firm,date,category,category_alt,discipline,author,status,project_type,type,content,image_source_dir_name,image_path,hero_image,left_images,right_images
4by6,4by6,4by6,"While working for 4by6.com, I architected an automated production system driven by a printing portal website. This system allowed users to upload their graphics files to be pre-flighted and validated for printing. Problem files were sorted out, and the clients were notified.

Files that were ready for printing were organized into a grid system. The resulting grid could be printed on a single sheet of paper, lowering costs and make the more efficient use of resources. The system was fully automated, using web technologies as well as dedicated machines on-site and custom software.
",A Fully Automated Online Printing Service.,4by6,4by6,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Application Development,,4by6,/projects/4by6,projects/4by6/4by6-top-140_sfqgck,null,null
adobe,adobe,Adobe Elements,"Acting as producer and lead photographer, I created images for the packaging of Adobe Photoshop Elements and Adobe Premiere Elements.

I worked closely with the client to coordinate the initial casting sessions, prop procurement, and managed cast and crew to get the job done on schedule and within budget.
",Photoshop and Premiere Elements Packaging.,Adobe Elements,Adobe Elements,20190000,photographer,n/a,photographer,Gregory Cowley,draft,commercial,Component,,Adobe,/projects/Adobe,projects/Adobe/Adobe-top-125_ytysrq,[object Object],[object Object]
blurbbookify,blurbbookify,Blurb Bookify,"As an engineer for Blurb, I was solely responsible for Bookify, a legacy product application built using Adobe Flex technology. The original application had not been updated in years. Finding more efficient ways to improve the user experience was part of the job. I pruned unused code and improved performance by 300%. My job also included adding new features and maintaining the API connections with Facebook, Instagram, Flickr, and other photo-sharing websites. Users could also upload photos directly to the application in their web browser. I built a system for tracking errors, measuring performance, and managing customer support issues. ",Online Book Design Web Application.,Blurb,Blurb,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Application Development,"This is one example of the type of work I've been doing since 2010. My title has been Senior Software Engineer and I've been working on applications built for the web and mobile devices.

Blurb Bookify was an enterprise level online book editor that allowed customers to choose templates, upload photos, arrange and design pages, add text, preview, and ultimately publish a color coffee table book.

Bookify was my primary focus while working for Blurb. I was the lead engineer and soley responsible for the engineering of the project. However, at times I was allowed to bring on other team members that I oversaw.

We used the Agile Methodology. New features and bug fixes were added in two-week sprints. I worked with the QA, a project manager, and a product owner during daily scrum meetings to plan sprints and target quarterly objectives. 

Bookify was built in ActionScript 3.0, the much-maligned code behind Flash. In reality it was was Java that sort of resembled JavaScript. The backend was driven by Ruby. The workflow included Git, Jenkins, Groovy, Selenium, Jira, and Ant for building.

I later led the effort to rebuild the application using JavaScript and React, once it was clear that Flash was about to expire.
",BlurbBookify,/projects/BlurbBookify,projects/BlurbBookify/BlurbBookify-top-148_aicunm,[object Object],[object Object]
branding,branding,ID Development and Branding,"As a branding designer, I've worked with clients from sketch through implementation for product and business identities. I understand the branding process intrinsically, including maintaining a consistent brand identity, creating and following style guides, as well as enforcing adherence to brand standards.",Logo Development for Various Clients.,Various,Various,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Component,,Branding,/projects/Branding,projects/Branding/Branding-top-159_j9lddy,[object Object],[object Object]
briggo,briggo,Briggo Automated Coffee Cart,"For the Briggo automated coffee cart, I worked from layouts supplied by a designer to create interactive animations that would guide customers through the ordering process. This kiosk used interactive touchscreens for both input and feedback to the client regarding the status of their order. Coffee was prepared by a robot, and customers were notified when their order was ready through feedback from an order queue screen.",Multi-screen kiosk User Interface Development.,Briggo,Fuseproject,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Prototype,,Briggo,/projects/Briggo,projects/Briggo/Briggo-top-226_bywddn,[object Object],[object Object]
cavallopoint,cavallopoint,Cavallo Point Resort,"I worked with the designer who supplied PSD files for development. My job was to prepare the assets, code the HTML/CSS, and deploy the resort website. The site worked as a delivery tool for marketing collateral and a booking tool for the resort.",Website for marketing a unique resort experience in San Francisco.,Cavallo Point Resort,Passport Resorts,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,,CavalloPoint,/projects/CavalloPoint,projects/CavalloPoint/CavalloPoint-top-129_rh7tvy,[object Object],[object Object]
cca,cca,California College of the Arts,"I have been teaching at the California College of the Arts since 2002, where I began as a professor teaching in the graphic design department. I am currently teaching in the interaction design department as an adjunct professor. I teach sophomore and junior-level  Core fundamental courses.

I have taught summer programs in Oakland and Paris. I've also taught and mentored graduate students in self-study programs.",Professor of Design since 2002.,California College of the Arts,California College of the Arts,20190000,educator,n/a,educator,Gregory Cowley,draft,commercial,Component,"Teaching Digitial Tools to Design Students
For ten years I thought graphic, industrial, and interior design students the tools they would need to create interactive experiences.
Taught digital studio tools to design students as an Adjunct Professor, with an emphasis on Flash and animated interactive experiences.Taught high school students in the pre-college program, introducing them to graphic design tools and concepts.Taught independent studies at graduate student level.
    Erik Adigard with CCA students in Paris

____


Since 2002 I've taught courses in multiple departments at the California College of the Arts in SF. My students have been graduate, undergraduate, extended learning, and high school students in the pre-college program. At this time I am an adjunct professor in the Interaction Design Department.

I am currently teaching interaction design using a very narrow topic, tangible user interfaces. Students are encouraged to use affordances, signifiers, constraints and feed to create experiences that go beyond the screen.

I teach students to conceptualize, iterate, prototype and present interaction ideas. We use techniques like ""smoke and mirrors"" to present concepts in action before extensive development to get buy-in from the client.

I'm preaching what I practice.

Reactable is the tool of choice this semester. It is an open source C++ codebase with a Processing interface. The software uses a camera to see barcode-like fiducials and respond to their position and rotation. I am guiding students through breaking down the problems, brainstorming solutions, and developing concepts that can be translated to Reactable platform. We use interaction design principles and UX techniques throughout the course. The students will be making their own tables, installing cameras and video projectors, and writing the code needed for the user interface using Processing.

For some reason I always seem to have classes where I'm teaching designers—who hate to code—how to code. It's a daunting but rewarding task.",CCA,/projects/CCA,projects/CCA/CCA-top-161_scxam8,[object Object],[object Object]
chronopolis,chronopolis,Chronopolis,"Developed in response to the 911 atrocities, Chronopolis was a large-scale interactive projection installation that was presented in Paris at the La Villette Numerique festival.

Chronolopis was a conceptual city represented by a graphic clock. This fictional place existed in between standard and metric time. Responding to the gathering of people on the floor, a computer measured the population to interpret the effect that the population has on the perception of time.
",Large Scale Interactive Installation in Paris.,Chronopolis,MAD,20020926,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Experience Design,"Large Scale Interctive Installation in Paris
""Chronopolis focuses on our collective interdependency with the mechanisms and meanings of time. By intertwining notions of time, urbanism and electronic media, we are asking how representations of time can still makes sense in a globalized, accelerated and unstable present.""- Erik Adigard and Chris Salter
Chronopolis is a clock based on metric time (a French concept from the 1800's). The clock is driven by population.&nbsp;I worked with Erik and Chris as a pure collaboration with great minds. Built in San Francisco and installed in a massive new media even in Paris. I built a flash based animated grid that kept metric time. It interfaced with MAX/MSP with respond to data collected by a video camera attached to the ceiling.Installed at the La Villette numerique.
    Configuring the video projector and IR camera while on the ground.
    People wanted video game experiences. Instant gratification and responsive feedback. This wan't that kind of exhibit, which confused some people. Children in particular tried to kick, stomp on and run over the visual components to get a reaction.

____


Chronopolis was presented to the public as part of the Villette Numerique Digital Art Festival at the Parc de la Villette in Paris in 2002.

It was a very large scale, 10 meter square, floor projection that invited visitors to roam around its surface. The piece counted the number of people present and altered the projection based on the ""local population""

The concept, by Erik Adigard and Chris Salter, focuses on our collective interdependency with the mechanisms and meanings of time. Put simply the artwork asked whether population distorts the perception of time. 

I contributed by creating the graphics and animations that could be dynamically morphed using data from an infrared camera placed above. The camera was attached to a computer running Max/MSP with Jitter. A second computer running an ActionScript/Flash application controlled the graphics and connected to the projector. Yes, these were early days and a single computer didn't have the processing power.

",Chronopolis,/projects/Chronopolis,projects/Chronopolis/Chronopolis-top-83_cphdyb,[object Object],[object Object]
cingular,cingular,Cingular RAEM,"I produced an interactive Software Development portal that was built in Flash. It allowed for searching, browsing, and consumption of the content related to developing on the Cingular(AT&T) Mobile Platform. I worked closely with their team to build an application that would import and display dynamic content. The client was able to produce content and deliver it to the app in the form of XML for presentation. 
",Interactive SDK Documentation for Developers,Cingular RAEM,Punchcut,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,,Cingular,/projects/Cingular,projects/Cingular/Cingular-top-66_zkc4pd,[object Object],[object Object]
cms,cms,Content Mangement Systems,"From 2005 through 2015, I worked almost exclusively with various content management systems. Coded mostly in PHP, I was given Photoshop documents to produce HTML CSS. temp templates for open-source CMS products such as WordPress, Magento, Joomla, and Drupal","Wordpress, Drupal, Magento, and Joomla Sites Built and Maintained for Various Clients.",Content Mangement Systems,Various,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,,CMS,/projects/CMS,projects/CMS/CMS-top-44_xzaysf,[object Object],[object Object]
cncmachine,cncmachine,Homemade CNC Machine,"I've had a longtime interest in the fabrication of furniture and large scale products, but lacked the resources to produce such products. Instead, I often would build things by hand, limited by the tools I had. Many of the best designs I created were out of the range of my abilities.

I wanted to work with computer-controlled rapid prototyping, and finally, I had the opportunity to build a CNC machine on my own using open source content from Maslow CNC. I created the initial CNC machine to work with four by eight sheets of plywood. Over time I've made continuous improvements to improve accuracy and speed. I've learned computer-controlled fabrication technology from the inside out.
",I constructed a fully operational 4 by 8 foot CNC machine based on the Open Source Maslow CNC system.,Homemade CNC Machine,Self,20200926,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,"A low-cost open source CNC project
How can my computer really create something practical? What if it could print IKEA-ish furniture?
Cheap and open source computer production.Relatively compact for a 4x8 CNC, unfortunately accuracy is sacrificed.Use Fusion 360 to design and create gcode. Python is the interface that sends commands to an arduino controller.
    Learning how it's done. There's a human huge amount of wondering how the heck this stuff was done. Why not just left the ground up and figure it out.
    Dreaming up ideas and building them in 3-D software is fun. Realizing these ideas is time consuming expensiveThis Ikea printer printing out needed furniture and other products  * Building in the computer first  * Saving money, doing this on the cheap in a practical affordable way* What is the practical application of math. What did I learn high school? How can the computer be combined with math to create physical objects?  * Applying geometry, trigonometry and physics * Digging up what I learned long ago. Learning it more deeply * Fun with math.  * Math as creative expression.  * Drawbot. Drop box fascinate me. It's see ability to see the the artist hand moving virtually.",,,null,null,null
cowleystudios,cowleystudios,Cowley Studios,"In 2005, while continuing to work on Content Management Systems, I branched out to explore my lifelong interest in photography.

I built a commercial photography studio located in the Dogpatch area of San Francisco. There I worked with clients including IDEO, Adobe, University Games, and Intel. I also had hundreds of individuals come through the studio doors for portraiture and custom commissions.

Although the studio itself is now closed, I cultivated relationships with editorial clients whom I continue to work with and am able to take on new clients. The physical activity and artistry involved with my photography business provides a nice balance to my work in web development.
","Professional White Box Photography Studio in Dogpatch, SF.",Cowley Studios,Cowley Studios,20190000,photographer,n/a,photographer,Gregory Cowley,draft,commercial,Component,,CowleyStudios,/projects/CowleyStudios,projects/CowleyStudios/CowleyStudios-top-132_vxbaqi,[object Object],[object Object]
disneyvmk,disneyvmk,Disney Vitrual Magic Kingdom,"The Disney Virtual Magic Kingdom was an online portal for kids who were planning a trip to Disneyland. The colorful VMK interactive experience was built entirely in Flash. It consisted of a series of games and activities that would generate excitement about specific rides at the park. It incorporated video editing mashups, maps, and a daily event planner.",Flash-based games and activities to assist children in planning their trip to Disneyland.,Disney Vitrual Magic Kingdom,Punchcut,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,,,/projects/,/images/1920x1080.jpg,[object Object],[object Object]
doceri,doceri,Doceri Branding and Marketing Collateral,"Doceri was a new product offering from SP Controls. Designed for the classroom, Doceri allowed teachers to use the iPad as a handheld whiteboarding tool. The software, linked with proprietary hardware, controlled project screens, lighting, sound, and content to be displayed. Doceri also included an early implementation of a stylus for an iPad. ",Development of a brand identity and user interface for an iPad application.,Doceri Branding and Marketing Collateral,SP Controls,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Component,,Doceri,/projects/Doceri,projects/Doceri/Doceri-top-179_tfv45i,[object Object],[object Object]
drpepper-academyofcountrymusic,drpepper-academyofcountrymusic,Academy of Country Music,"Dr Pepper was a major sponsor of the Academy of Country Music Awards. They wanted a marketing piece in the form of a CDROM to be distributed throughout Walmart stores. We created content that included games, videos, and musical toys related to the Academy of Country Music Awards. The finished disks were placed in displays and included free with the purchase of Dr Pepper products. ",One million CDROMs distributed throughout Walmart stores to promote the ACM awards. Produced for both the 2002 and 2004 events.,Academy of Country Music,DR Pepper,20020000,designer,n/a,designer,Gregory Cowley,draft,commercial,Interaction,,images,/projects/images,/images/1920x1080.jpg,[object Object],[object Object]
drpepper,drpepper,Dr Pepper Promotional CDROMS,Dr. Pepper was a major supporter of the American Red Cross. They commissioned an educational series of CDROMs geared towards kids. The disks were loaded with creative content that taught kids about the focus of the Red Cross. These included a range of life-saving relief services running from basic first aid to recovering from natural disasters.,CDROMS Created for promotional partnerships with the Red Cross and the Academy of Country Music. More than a million disks were created for each event.,Dr Pepper Promotional CDROMS,Dr Pepper,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Content Creation,,DrPepper,/projects/DrPepper,projects/DrPepper/DrPepper-top-86_kikwd4,[object Object],[object Object]
drtingleton,drtingleton,Dr Tingleton Miracle Apps,"I developed a series of iPhone apps meant for the live social environment. The apps fostered fun for social events in bars, restaurants, at parties, and at work.

The applications included an animated wheel of fortune to choose what drink you were going to order, a compliment generator that on upon shaking the phone would give you a nice compliment, and a message correspondence app that allows for sending handwritten notes to friends.
","A series of user entertainment apps that encouraged live social interaction.
",Dr Tingleton Miracle Apps,Dr Tingleton Miracle Apps,20111206,designer,n/a,designer,Gregory Cowley,draft,commercial,Mobile Application,"Feel-good apps for real world interactions
There's an app for everything. What about fun social games to share with your friends in the real world?
A series of mobile phone game apps marketed using a snake oil salesman persona.Social games that encouraged real world sharing and interaction over virtual online communication.Three apps were made. One for making decisions that was later extended to choosing a drink at the bar or a food to get for lunch. Another was a compliment maker that functioned like a Magic 8 ball.&nbsp;
    Combining interests in technology and experiences, I joined forces with Camille Verboort to create a series of apps from ideas, prototypes, development, user testing and distribution on the Apple App Store.",DrTingleton,/projects/DrTingleton,projects/DrTingleton/DrTingleton-top-243_jye5hw,[object Object],[object Object]
dwellvisualizer,dwellvisualizer,Dwell Magazine Visualizer,"As a content visualizer for the Dwell Magazine website, a Flash-based application was created to allow users to filter and browse past articles, images, and other content that appeared within the pages of Dwell Magazine throughout its history. ","A dynamic image browser for Dwell Magazine images, back issues and archived content.",Dwell Magazine Visualizer,Punchcut,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,,DwellVisualizer,/projects/DwellVisualizer,projects/DwellVisualizer/DwellVisualizer-top-245_zxud8n,[object Object],[object Object]
exploratorium,exploratorium,Exploratorium Exhibit Creation,"Middleground, an Exploratorium external site project, was a series of towers that encouraged people to interact with activities and each other. Middleground itself is a rehabilitation and recovery program. The installation acted as a happy place to further encourage this recovery and introduce people to the work Middleground does. The structure was installed in Civic Center, near City Hall in front of the San Francisco Public Library.","Fabrication, and some design, for an outdoor installation project installed in Civic Center, San Francisco. The exhibit encouraged social interaction using tangible interfaces controlled by hidden computer technology. ",Exploratorium,Exploratorium,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,"This project need no introduction, of course. I've included it because it is recent and relevant. As a volunteer I worked with Doug, Adam and Dave to build out the digital portions of this project. By asking questions and offering solutions I contributed to the team and worked autonomously on the project. This is how I like to work. This is what makes me happy and this is why I want to be part of the Exploratorium.",Exploratorium,/projects/Exploratorium,projects/Exploratorium/Exploratorium-top-105_kydzgr,[object Object],[object Object]
famsf,famsf,Fine Art Museums of San Francisco,Fine Arts Museums of San Francisco (FAMSF) is the parent organization of the de Young Museum and The Palace Legion of Honor museum. Wolf-Olins was the design firm that handled the rebranding of the institution. Wolf-Olins and I produced the style guide for the rebranding that existed digitally as a Flash application. The style-guide was easily distributed as cross-platform application.,An interactive digital brand guidelines document for the De Young Museum and the California Palace of the Legion of Honor in San Francisco.,Fine Art Museums of San Francisco,Wolf-Olins,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Component,,FAMSF,/projects/FAMSF,projects/FAMSF/FAMSF-top-188_rqqwn0,[object Object],[object Object]
fitdeck,fitdeck,Fit Deck,"Fit-Deck was a mobile application derived from a physical deck of cards. The deck's purpose was to randomize your workout by selecting cards from a deck that would give you a series of physical activities to do.

The application timed and tracked your performance and gave you recommendations for further improvement.
",A personal training application based on a digital deck of cards. Randomized workouts were presented through card-like digital screens.,Fit Deck,Perfect Fitness,20141229,designer,n/a,designer,Gregory Cowley,draft,commercial,Mobile Application,,FitDeck,/projects/FitDeck,projects/FitDeck/FitDeck-top-253_douay2,[object Object],[object Object]
hondansx,hondansx,Relaunch of the new Honda NSX Supercar,"Honda launched the released its new supercar. I used HTML, CSS, and JavaScript to develop the presentation layer that was added to the existing Honda website backend.

Honda's latest supercar incarnation, the venerable Honda NSX, was being released. The website to mark the occasion was designed by Razorfish in Los Angeles. I joined the team to do the front-end development and the visual presentation layer for this subsection of the Honda USA website.
","Honda launched the released its new supercar. I used HTML, CSS, and JavaScript to develop the presentation layer that was added to the existing Honda website backend.",Honda,Razorfish ,20190000,engineer,n/a,engineer,Gregory Cowley,draft,commercial,Website,,HondaNSX,/projects/HondaNSX,projects/HondaNSX/HondaNSX-top-278_nwrujr,[object Object],[object Object]
hpgarage,hpgarage,HP Garage Innovation System,"HP Garage was the name given to planned innovation spaces that would be developed on HPs campuses. The innovation space would include activities, directives, motivation tools for employees to work together for both team building and improvement of their products using IDEO's human-centered design approach.",This project was team collaboration and brainstorming in the true IDEO style. I joined a team of bright minds for multiple weeks of discussion and deep thought to develop an innovation and training system for HP employees.,HP,IDEO,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Content Creation,,HPGarage,/projects/HPGarage,projects/HPGarage/HPGarage-top-136_koijpe,[object Object],[object Object]
ibmdb2,ibmdb2,IBM DB2 Launch Video,"This was a Motion Graphics based video for the launch of IBM's new DB2 database product. The video was created using innovative graphic animations, interviews, and visual icons to inform and entertain the audience. The purpose of the video presented to the employees of IBM was to create enthusiasm for the new product.",Detailed motion graphics for the internal presentation and launch of a new IBM software product. ,IBM,MAD,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Content Creation,,IBMDB2,/projects/IBMDB2,projects/IBMDB2/IBMDB2-top-174_athtrg,[object Object],[object Object]
ideo-intelinterfaces,ideo-intelinterfaces,Intel Lifestyle Interfaces,"Intel's Mobile Platform Group (MPG) has a mission to propose mobile devices that use Intel technology. They worked closely with IDEO to build prototypes that implemented Intel technologies and could be licensed by equipment manufacturers. Cinema quality videos with dramatic storylines were created to weave narratives around how the technologies would be used in the real world.

A professional film production company was hired to produce these vignettes, which showed the hypothetical products being used in real-life situations. Within the videos, the actors would use props and green screens. My job was to animate graphics and overlay them in-post using After Effects. These non-functional prototypes were brought to life and responded to the interactions of the actors.
",I created the motion graphics for a series of short films showcasing hypothetical digital devices seamlessly interfacing into everyday life.,Intel,IDEO,20060000,design,n/a,design,Gregory Cowley,draft,commercial,Content Creation,,IDEOInterfaces,/projects/IDEOInterfaces,projects/IDEOInterfaces/IDEOInterfaces-top-249_fhq7xw,[object Object],[object Object]
ideo-newyears,ideo-newyears,IDEO New Years Digital Cards,"IDEO began introducing an annual digital New Year's card that allowed its employees around the world to contribute memories of the year through an interactive format. For the inaugural design, each employee could make their own personal snowflake, which included a favorite memory and information about the employee. The snowflakes floated in a 3D interactive environment allowing team members to learn about each creator and their memory for that year.",A digital holiday card that encouraged IDEO employees to share their best experiences of the year. Each card transformed each contributed memory into a collection of dynamic and interactive visual animations.,IDEO,IDEO,20200926,design,n/a,design,Gregory Cowley,draft,commercial,Component,,IDEONewYear,/projects/IDEONewYear,projects/IDEONewYear/IDEONewYear-top-195_otf8ur,[object Object],[object Object]
landor,landor,Landor Associates Brand and Corporate Identity,"For over ten years, I worked with teams at Landor Associates to brand and create corporate identities for companies including the Olympics, American Airlines, Clorox, HP, Rice a Roni, Ford Motor Company, and John Deere. As the leading brand identity and corporate identity company, it was a privilege to be a team player in both their San Francisco and Hong Kong offices. ","Contributor to numerous branding, packaging, and product design projects and a working relationship that lasted over 10 years.",Various,Landor Associates,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Component,,Landor,/projects/Landor,projects/Landor/Landor-top-16_lij4zf,[object Object],[object Object]
luminox,luminox,Luminix Watch Website,Luminox makes military-grade watches marketed towards the military and outdoor enthusiasts. I worked closely with the company founders to create an online catalog of their products. The site included a custom content management system that I hand-coded using PHP. The admin section of the site allowed the marketing team to add new products and update information.,"Design and development for an online catalog with a custom CMS backend. 
",Luminox Watch,DRDC Group,20190000,designer,n/a,designer,Gregory Cowley,draft,commercial,Website,,Luminox,/projects/Luminox,projects/Luminox/Luminox-top-213_weu0tp,[object Object],[object Object]
